Borough,Borough/Citywide Office (B/CO),District,DBN,school_name_x,School Category,Program,Language,General/Special Education,school_name_y,Year,Total Enrollment,Grade 3K+PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
Brooklyn,Brooklyn North,32,32K299,P.S. 299 Thomas Warren Field,Elementary,Dual Language,Spanish,General Education,P.S. 299 Thomas Warren Field,2019-20,181,16,31,18,22,30,28,36,0,0,0,0,0,0,0,87,0.48100000000000004,94,0.519,1,0.006,76,0.42,102,0.564,0,0.0,2,0.011000000000000001,39,0.215,32,0.177,Above 95%,Above 95%,93.8%
Brooklyn,Brooklyn North,32,32K349,"I.S. 349 Math, Science & Tech.",Junior High-Intermediate-Middle,Dual Language,Spanish,General Education,"I.S. 349 Math, Science & Tech.",2019-20,298,0,0,0,0,0,0,0,74,99,125,0,0,0,0,142,0.47700000000000004,156,0.523,4,0.013000000000000001,32,0.107,255,0.856,2,0.006999999999999999,5,0.017,65,0.218,53,0.17800000000000002,281,94.3%,93.4%
Brooklyn,Brooklyn North,32,32K376,P.S. 376,Elementary,Dual Language,Spanish,General Education,P.S. 376,2019-20,522,0,79,92,82,75,100,94,0,0,0,0,0,0,0,280,0.536,242,0.46399999999999997,16,0.031,36,0.069,440,0.843,6,0.011000000000000001,24,0.046,78,0.149,99,0.19,417,79.9%,77.9%
Brooklyn,Brooklyn North,32,32K384,P.S. /I.S. 384 Frances E. Carter,K-8,Dual Language,Spanish,General Education,P.S. /I.S. 384 Frances E. Carter,2019-20,445,31,46,45,36,32,39,52,58,54,52,0,0,0,0,215,0.483,230,0.517,3,0.006999999999999999,64,0.14400000000000002,372,0.836,1,0.002,5,0.011000000000000001,118,0.265,93,0.209,382,85.8%,90.6%
Brooklyn,Brooklyn North,32,32K384,P.S. /I.S. 384 Frances E. Carter,K-8,Dual Language,Spanish,Special Education,P.S. /I.S. 384 Frances E. Carter,2019-20,445,31,46,45,36,32,39,52,58,54,52,0,0,0,0,215,0.483,230,0.517,3,0.006999999999999999,64,0.14400000000000002,372,0.836,1,0.002,5,0.011000000000000001,118,0.265,93,0.209,382,85.8%,90.6%
Brooklyn,Brooklyn North,32,32K556,Bushwick Leaders High School for Academic Excellence,High school,Dual Language,Spanish,Special Education,Bushwick Leaders High School for Academic Excellen,2019-20,339,0,0,0,0,0,0,0,0,0,0,121,91,72,55,173,0.51,166,0.49,4,0.012,50,0.147,271,0.799,10,0.028999999999999998,4,0.012,84,0.248,92,0.271,Above 95%,Above 95%,93.4%
Brooklyn,Brooklyn North,32,32K562,Evergreen Middle School for Urban Exploration,Junior High-Intermediate-Middle,Dual Language,Spanish,General Education,Evergreen Middle School for Urban Exploration,2019-20,380,0,0,0,0,0,0,0,128,123,129,0,0,0,0,186,0.489,194,0.511,1,0.003,71,0.187,297,0.782,0,0.0,11,0.028999999999999998,89,0.23399999999999999,66,0.174,351,92.4%,91.8%
Brooklyn,District 75,75,75K373,P.S. 373 - Brooklyn Transition Center,High school,Dual Language,Spanish,Special Education,P.S. 373 - Brooklyn Transition Center,2019-20,477,0,0,0,0,0,0,0,0,0,0,73,61,77,266,125,0.262,352,0.738,16,0.034,251,0.526,178,0.373,8,0.017,24,0.05,475,0.996,120,0.252,433,90.8%,93.5%
Bronx,District 75,75,75X186,P186X Walter J. Damrosch School,K-12 all grades,Dual Language,Spanish,Special Education,P186X Walter J. Damrosch School,2019-20,764,0,62,112,68,78,104,93,82,73,92,0,0,0,0,213,0.27899999999999997,551,0.721,15,0.02,307,0.402,411,0.5379999999999999,17,0.022000000000000002,14,0.018000000000000002,763,0.9990000000000001,223,0.292,718,94.0%,Above 95%
Bronx,District 75,75,75X186,P186X Walter J. Damrosch School,K-12 all grades,Dual Language,Spanish,Special Education,P186X Walter J. Damrosch School,2019-20,764,0,62,112,68,78,104,93,82,73,92,0,0,0,0,213,0.27899999999999997,551,0.721,15,0.02,307,0.402,411,0.5379999999999999,17,0.022000000000000002,14,0.018000000000000002,763,0.9990000000000001,223,0.292,718,94.0%,Above 95%
