Borough,Borough/Citywide Office (B/CO),District,DBN,school_name_x,School Category,Program,Language,General/Special Education,school_name_y,Year,Total Enrollment,Grade 3K+PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index,mostCommonEthnicGroup,language_number
Bronx,Bronx,12,12X214,P.S. 214,K-8,Transitional Bilingual Education,Spanish,General Education,P.S. 214,2019-20,1083,48,57,86,88,118,110,120,150,153,153,0,0,0,0,555,0.512,528,0.488,28,0.026000000000000002,265,0.245,761,0.703,18,0.017,11,0.01,211,0.195,166,0.153,Above 95%,Above 95%,91.7%,0.703,10
Bronx,Bronx,12,12X458,Samara Community School,Elementary,Dual Language,Spanish,General Education,Samara Community School,2019-20,287,31,45,43,44,42,43,39,0,0,0,0,0,0,0,152,0.53,135,0.47,0,0.0,30,0.105,254,0.885,1,0.003,2,0.006999999999999999,65,0.226,45,0.157,Above 95%,Above 95%,86.8%,0.885,10
Bronx,Bronx,12,12X458,Samara Community School,Elementary,Dual Language,Spanish,Special Education,Samara Community School,2019-20,287,31,45,43,44,42,43,39,0,0,0,0,0,0,0,152,0.53,135,0.47,0,0.0,30,0.105,254,0.885,1,0.003,2,0.006999999999999999,65,0.226,45,0.157,Above 95%,Above 95%,86.8%,0.885,10
Bronx,Bronx,12,12X463,Urban Scholars Community School,Elementary,Dual Language,Spanish,General Education,Urban Scholars Community School,2019-20,292,27,40,42,39,41,47,56,0,0,0,0,0,0,0,144,0.493,148,0.507,3,0.01,125,0.428,159,0.545,4,0.013999999999999999,1,0.003,78,0.267,42,0.14400000000000002,Above 95%,Above 95%,94.9%,0.545,10
Bronx,Bronx,12,12X550,High School of World Cultures,High school,Dual Language,Spanish,General Education,High School of World Cultures,2019-20,421,0,0,0,0,0,0,0,0,0,0,84,174,85,78,184,0.43700000000000006,237,0.563,26,0.062,43,0.102,333,0.7909999999999999,5,0.012,14,0.033,15,0.036000000000000004,340,0.8079999999999999,Above 95%,Above 95%,Above 95%,0.7909999999999999,10
Bronx,Bronx,12,12X595,P.S. 595,Elementary,Dual Language,Spanish,General Education,P.S. 595,2019-20,191,24,41,35,43,48,0,0,0,0,0,0,0,0,0,89,0.466,102,0.534,0,0.0,45,0.23600000000000002,140,0.733,1,0.005,5,0.026000000000000002,41,0.215,37,0.19399999999999998,176,92.1%,93.4%,0.733,10
Bronx,Bronx,12,12X595,P.S. 595,Elementary,Dual Language,Spanish,Special Education,P.S. 595,2019-20,191,24,41,35,43,48,0,0,0,0,0,0,0,0,0,89,0.466,102,0.534,0,0.0,45,0.23600000000000002,140,0.733,1,0.005,5,0.026000000000000002,41,0.215,37,0.19399999999999998,176,92.1%,93.4%,0.733,10
Brooklyn,Brooklyn North,13,13K009,Public School 9 The Sarah Smith Garnet School,Elementary,Dual Language,Spanish,General Education,P.S. 009 Teunis G. Bergen,2019-20,937,126,145,152,133,136,127,118,0,0,0,0,0,0,0,477,0.509,460,0.491,88,0.094,370,0.395,155,0.165,29,0.031,295,0.315,151,0.161,19,0.02,354,37.8%,38.1%,0.395,10
Brooklyn,Brooklyn North,13,13K046,P.S. 046 Edward C. Blum,Elementary,Dual Language,Spanish,General Education,P.S. 046 Edward C. Blum,2019-20,251,52,27,29,32,29,44,38,0,0,0,0,0,0,0,121,0.48200000000000004,130,0.518,4,0.016,116,0.462,110,0.43799999999999994,11,0.044000000000000004,10,0.04,71,0.28300000000000003,33,0.131,210,83.7%,81.6%,0.462,10
Brooklyn,Brooklyn North,13,13K054,P.S. 054 Samuel C. Barnes,Elementary,Dual Language,Spanish,General Education,P.S. 054 Samuel C. Barnes,2019-20,202,34,40,27,23,29,27,22,0,0,0,0,0,0,0,97,0.48,105,0.52,14,0.069,105,0.52,63,0.312,6,0.03,14,0.069,38,0.188,13,0.064,173,85.6%,82.0%,0.52,10
Brooklyn,Brooklyn North,13,13K113,M.S. 113 Ronald Edmonds Learning Center,Junior High-Intermediate-Middle,Dual Language,Spanish,General Education,M.S. 113 Ronald Edmonds Learning Center,2019-20,333,0,0,0,0,0,0,0,100,126,107,0,0,0,0,166,0.498,167,0.502,20,0.06,218,0.655,81,0.243,7,0.021,7,0.021,100,0.3,12,0.036000000000000004,299,89.8%,89.8%,0.655,10
Brooklyn,Brooklyn North,13,13K133,P.S. 133 William A. Butler,Elementary,Dual Language,Spanish,General Education,P.S. 133 William A. Butler,2019-20,726,50,117,129,105,109,102,114,0,0,0,0,0,0,0,364,0.501,362,0.499,28,0.039,184,0.253,245,0.337,58,0.08,211,0.29100000000000004,117,0.161,43,0.059000000000000004,254,35.0%,43.4%,0.337,10
Brooklyn,Brooklyn North,14,14K018,P.S. 018 Edward Bush,Elementary,Dual Language,Spanish,General Education,P.S. 018 Edward Bush,2019-20,184,15,22,33,34,29,26,25,0,0,0,0,0,0,0,79,0.429,105,0.5710000000000001,1,0.005,43,0.23399999999999999,122,0.6629999999999999,0,0.0,18,0.098,73,0.397,25,0.136,153,83.2%,84.6%,0.6629999999999999,10
Brooklyn,Brooklyn North,14,14K050,J.H.S. 050 John D. Wells,Junior High-Intermediate-Middle,Dual Language,Spanish,General Education,J.H.S. 050 John D. Wells,2019-20,326,0,0,0,0,0,0,0,100,111,115,0,0,0,0,146,0.44799999999999995,180,0.552,5,0.015,74,0.22699999999999998,237,0.727,6,0.018000000000000002,4,0.012,99,0.304,43,0.132,303,92.9%,87.7%,0.727,10
Brooklyn,Brooklyn North,14,14K050,J.H.S. 050 John D. Wells,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Special Education,J.H.S. 050 John D. Wells,2019-20,326,0,0,0,0,0,0,0,100,111,115,0,0,0,0,146,0.44799999999999995,180,0.552,5,0.015,74,0.22699999999999998,237,0.727,6,0.018000000000000002,4,0.012,99,0.304,43,0.132,303,92.9%,87.7%,0.727,10
Brooklyn,Brooklyn North,14,14K059,P.S. 059 William Floyd,Elementary,Dual Language,Spanish,General Education,P.S. 059 William Floyd,2019-20,325,36,40,54,41,48,52,54,0,0,0,0,0,0,0,158,0.486,167,0.514,3,0.009000000000000001,170,0.523,143,0.44,3,0.009000000000000001,6,0.018000000000000002,103,0.317,32,0.098,284,87.4%,92.4%,0.523,10
Brooklyn,Brooklyn North,14,14K071,Juan Morel Campos Secondary School,Secondary School,Transitional Bilingual Education,Spanish,General Education,Juan Morel Campos Secondary School,2019-20,482,0,0,0,0,0,0,0,62,58,60,103,84,47,68,225,0.467,257,0.5329999999999999,3,0.006,104,0.21600000000000003,343,0.7120000000000001,3,0.006,29,0.06,155,0.322,121,0.251,413,85.7%,93.4%,0.7120000000000001,10
Brooklyn,Brooklyn North,14,14K084,P.S. 084 Jose De Diego,K-8,Dual Language,Spanish,General Education,P.S. 084 Jose De Diego,2019-20,729,53,71,65,71,70,78,81,86,88,66,0,0,0,0,358,0.491,371,0.509,22,0.03,43,0.059000000000000004,454,0.623,43,0.059000000000000004,167,0.22899999999999998,144,0.198,87,0.11900000000000001,394,54.0%,58.1%,0.623,10
Brooklyn,Brooklyn North,14,14K157,P.S./I.S. 157 The Benjamin Franklin Health & Science Academy,K-8,Dual Language,Spanish,General Education,P.S./I.S. 157 The Benjamin Franklin Health & Scien,2019-20,399,22,26,31,31,35,33,48,43,61,69,0,0,0,0,183,0.45899999999999996,216,0.541,1,0.003,74,0.185,310,0.777,2,0.005,12,0.03,116,0.29100000000000004,67,0.168,332,83.2%,88.1%,0.777,10
Brooklyn,Brooklyn North,14,14K157,P.S./I.S. 157 The Benjamin Franklin Health & Science Academy,K-8,Dual Language,Spanish,Special Education,P.S./I.S. 157 The Benjamin Franklin Health & Scien,2019-20,399,22,26,31,31,35,33,48,43,61,69,0,0,0,0,183,0.45899999999999996,216,0.541,1,0.003,74,0.185,310,0.777,2,0.005,12,0.03,116,0.29100000000000004,67,0.168,332,83.2%,88.1%,0.777,10
Brooklyn,Brooklyn North,14,14K196,P.S. 196 Ten Eyck,Elementary,Dual Language,Spanish,General Education,P.S. 196 Ten Eyck,2019-20,309,40,51,33,41,51,38,55,0,0,0,0,0,0,0,173,0.56,136,0.44,3,0.01,58,0.188,230,0.7440000000000001,10,0.032,8,0.026000000000000002,71,0.23,33,0.107,257,83.2%,85.7%,0.7440000000000001,10
Brooklyn,Brooklyn North,14,14K257,P.S. 257 John F. Hylan,Elementary,Transitional Bilingual Education,Spanish,General Education,P.S. 257 John F. Hylan,2019-20,547,57,78,85,78,79,80,90,0,0,0,0,0,0,0,269,0.49200000000000005,278,0.508,2,0.004,116,0.212,415,0.759,4,0.006999999999999999,10,0.018000000000000002,147,0.26899999999999996,75,0.13699999999999998,462,84.5%,89.6%,0.759,10
Brooklyn,Brooklyn North,14,14K257,P.S. 257 John F. Hylan,Elementary,Transitional Bilingual Education,Spanish,Special Education,P.S. 257 John F. Hylan,2019-20,547,57,78,85,78,79,80,90,0,0,0,0,0,0,0,269,0.49200000000000005,278,0.508,2,0.004,116,0.212,415,0.759,4,0.006999999999999999,10,0.018000000000000002,147,0.26899999999999996,75,0.13699999999999998,462,84.5%,89.6%,0.759,10
Brooklyn,Brooklyn North,14,14K319,P.S. 319,Early Childhood,Dual Language,Spanish,General Education,P.S. 319,2019-20,125,41,44,40,0,0,0,0,0,0,0,0,0,0,0,58,0.46399999999999997,67,0.536,3,0.024,2,0.016,99,0.792,0,0.0,21,0.168,15,0.12,27,0.21600000000000003,76,60.8%,69.8%,0.792,10
Brooklyn,Brooklyn North,14,14K380,P.S. 380 John Wayne Elementary,Elementary,Dual Language,Spanish,General Education,P.S. 380 John Wayne Elementary,2019-20,534,41,68,83,80,87,83,92,0,0,0,0,0,0,0,247,0.46299999999999997,287,0.537,6,0.011000000000000001,106,0.19899999999999998,354,0.6629999999999999,2,0.004,66,0.124,156,0.292,106,0.19899999999999998,440,82.4%,87.8%,0.6629999999999999,10
Brooklyn,Brooklyn North,14,14K414,Brooklyn Arbor Elementary School,Elementary,Dual Language,Spanish,General Education,Brooklyn Arbor Elementary School,2019-20,610,36,70,75,118,97,119,95,0,0,0,0,0,0,0,292,0.479,318,0.521,22,0.036000000000000004,12,0.02,358,0.5870000000000001,26,0.043,192,0.315,131,0.215,52,0.085,303,49.7%,57.2%,0.5870000000000001,10
Brooklyn,Brooklyn North,14,14K454,The Williamsburg High School of Art and Technology,High school,Transitional Bilingual Education,Spanish,General Education,The Williamsburg High School of Art and Technology,2019-20,310,0,0,0,0,0,0,0,0,0,0,103,95,62,50,137,0.442,173,0.5579999999999999,11,0.035,65,0.21,211,0.6809999999999999,6,0.019,17,0.055,75,0.242,43,0.139,263,84.8%,86.4%,0.6809999999999999,10
Brooklyn,Brooklyn North,14,14K474,PROGRESS High School for Professional Careers,High school,Transitional Bilingual Education,Spanish,General Education,PROGRESS High School for Professional Careers,2019-20,633,0,0,0,0,0,0,0,0,0,0,138,144,158,193,300,0.474,333,0.526,9,0.013999999999999999,157,0.248,449,0.7090000000000001,8,0.013000000000000001,10,0.016,140,0.221,138,0.218,569,89.9%,91.4%,0.7090000000000001,10
Brooklyn,Brooklyn North,14,14K477,East Williamsburg Scholars Academy,High school,Transitional Bilingual Education,Spanish,General Education,East Williamsburg Scholars Academy,2019-20,291,0,0,0,0,0,0,0,0,0,0,74,89,56,72,137,0.47100000000000003,154,0.529,1,0.003,89,0.306,194,0.667,3,0.01,4,0.013999999999999999,45,0.155,98,0.337,267,91.8%,89.2%,0.667,10
Brooklyn,Brooklyn North,14,14K478,"The High School for Enterprise, Business and Technology",High school,Transitional Bilingual Education,Spanish,General Education,"The High School for Enterprise, Business and Techn",2019-20,776,0,0,0,0,0,0,0,0,0,0,204,197,175,200,277,0.35700000000000004,499,0.643,57,0.073,213,0.27399999999999997,478,0.616,8,0.01,20,0.026000000000000002,132,0.17,101,0.13,697,89.8%,84.5%,0.616,10
Brooklyn,Brooklyn North,15,15K001,P.S. 001 The Bergen,Elementary,Dual Language,Spanish,General Education,P.S. 001 The Bergen,2019-20,1087,107,127,160,172,169,174,178,0,0,0,0,0,0,0,559,0.514,528,0.486,83,0.076,13,0.012,957,0.88,2,0.002,32,0.028999999999999998,189,0.174,422,0.38799999999999996,927,85.3%,88.5%,0.88,10
Brooklyn,Brooklyn North,15,15K015,P.S. 015 Patrick F. Daly,Elementary,Dual Language,Spanish,General Education,P.S. 015 Patrick F. Daly,2019-20,473,76,86,64,62,61,67,57,0,0,0,0,0,0,0,233,0.493,240,0.507,10,0.021,144,0.304,210,0.444,23,0.049,86,0.182,163,0.345,19,0.04,340,71.9%,76.6%,0.444,10
Brooklyn,Brooklyn North,15,15K024,P.S. 024,Elementary,Dual Language,Spanish,General Education,P.S. 024,2019-20,590,54,76,74,101,98,91,96,0,0,0,0,0,0,0,289,0.49,301,0.51,26,0.044000000000000004,6,0.01,521,0.883,5,0.008,32,0.054000000000000006,126,0.214,260,0.441,559,94.7%,88.5%,0.883,10
Brooklyn,Brooklyn North,15,15K024,P.S. 024,Elementary,Dual Language,Spanish,Special Education,P.S. 024,2019-20,590,54,76,74,101,98,91,96,0,0,0,0,0,0,0,289,0.49,301,0.51,26,0.044000000000000004,6,0.01,521,0.883,5,0.008,32,0.054000000000000006,126,0.214,260,0.441,559,94.7%,88.5%,0.883,10
Brooklyn,Brooklyn North,15,15K088,J.H.S. 088 Peter Rouget,Junior High-Intermediate-Middle,Dual Language,Spanish,General Education,J.H.S. 088 Peter Rouget,2019-20,1418,0,0,0,0,0,0,0,482,522,414,0,0,0,0,658,0.46399999999999997,760,0.536,287,0.20199999999999999,186,0.131,712,0.502,32,0.023,201,0.142,326,0.23,169,0.11900000000000001,1022,72.1%,73.8%,0.502,10
Brooklyn,Brooklyn North,15,15K094,P.S. 094 The Henry Longfellow,Elementary,Dual Language,Spanish,General Education,P.S. 094 The Henry Longfellow,2019-20,1216,0,181,201,223,204,186,221,0,0,0,0,0,0,0,573,0.47100000000000003,643,0.529,850,0.6990000000000001,4,0.003,342,0.281,5,0.004,15,0.012,120,0.099,598,0.49200000000000005,Above 95%,Above 95%,94.8%,0.6990000000000001,10
Brooklyn,Brooklyn North,15,15K094,P.S. 094 The Henry Longfellow,Elementary,Dual Language,Spanish,Special Education,P.S. 094 The Henry Longfellow,2019-20,1216,0,181,201,223,204,186,221,0,0,0,0,0,0,0,573,0.47100000000000003,643,0.529,850,0.6990000000000001,4,0.003,342,0.281,5,0.004,15,0.012,120,0.099,598,0.49200000000000005,Above 95%,Above 95%,94.8%,0.6990000000000001,10
Brooklyn,Brooklyn North,15,15K124,P.S. 124 Silas B. Dutcher,Elementary,Dual Language,Spanish,General Education,P.S. 124 Silas B. Dutcher,2019-20,282,44,46,38,45,40,32,37,0,0,0,0,0,0,0,149,0.528,133,0.47200000000000003,37,0.131,13,0.046,159,0.564,17,0.06,56,0.19899999999999998,58,0.20600000000000002,25,0.08900000000000001,175,62.1%,67.5%,0.564,10
Brooklyn,Brooklyn North,15,15K136,I.S. 136 Charles O. Dewey,Junior High-Intermediate-Middle,Dual Language,Spanish,General Education,I.S. 136 Charles O. Dewey,2019-20,509,0,0,0,0,0,0,0,147,184,178,0,0,0,0,264,0.519,245,0.48100000000000004,51,0.1,23,0.045,400,0.7859999999999999,4,0.008,31,0.061,127,0.25,182,0.358,479,94.1%,88.9%,0.7859999999999999,10
Brooklyn,Brooklyn North,15,15K136,I.S. 136 Charles O. Dewey,Junior High-Intermediate-Middle,Dual Language,Spanish,Special Education,I.S. 136 Charles O. Dewey,2019-20,509,0,0,0,0,0,0,0,147,184,178,0,0,0,0,264,0.519,245,0.48100000000000004,51,0.1,23,0.045,400,0.7859999999999999,4,0.008,31,0.061,127,0.25,182,0.358,479,94.1%,88.9%,0.7859999999999999,10
Brooklyn,Brooklyn North,15,15K169,P.S. 169 Sunset Park,Elementary,Dual Language,Spanish,General Education,P.S. 169 Sunset Park,2019-20,1261,0,169,203,243,214,210,222,0,0,0,0,0,0,0,625,0.496,636,0.504,783,0.621,4,0.003,419,0.332,13,0.01,42,0.033,233,0.185,572,0.45399999999999996,1152,91.4%,93.1%,0.621,10
Brooklyn,Brooklyn North,15,15K230,P.S. 230 Doris L. Cohen,Elementary,Dual Language,Spanish,General Education,P.S. 230 Doris L. Cohen,2019-20,1103,108,158,165,166,169,159,178,0,0,0,0,0,0,0,540,0.49,563,0.51,500,0.45299999999999996,24,0.022000000000000002,383,0.34700000000000003,22,0.02,174,0.158,200,0.18100000000000002,235,0.213,807,73.2%,76.7%,0.45299999999999996,10
Brooklyn,Brooklyn North,15,15K516,Sunset Park Avenues Elementary School,Elementary,Dual Language,Spanish,General Education,Sunset Park Avenues Elementary School,2019-20,466,40,63,68,71,91,73,60,0,0,0,0,0,0,0,251,0.539,215,0.461,55,0.11800000000000001,2,0.004,366,0.785,0,0.0,43,0.092,110,0.23600000000000002,151,0.324,369,79.2%,81.7%,0.785,10
Brooklyn,Brooklyn North,15,15K667,Sunset Park High School,High school,Dual Language,Spanish,General Education,Sunset Park High School,2019-20,1239,0,0,0,0,0,0,0,0,0,0,361,321,287,270,573,0.462,666,0.5379999999999999,139,0.11199999999999999,86,0.069,901,0.727,13,0.01,100,0.081,225,0.182,253,0.204,1053,85.0%,88.1%,0.727,10
Brooklyn,Brooklyn North,15,15K667,Sunset Park High School,High school,Dual Language,Spanish,Special Education,Sunset Park High School,2019-20,1239,0,0,0,0,0,0,0,0,0,0,361,321,287,270,573,0.462,666,0.5379999999999999,139,0.11199999999999999,86,0.069,901,0.727,13,0.01,100,0.081,225,0.182,253,0.204,1053,85.0%,88.1%,0.727,10
Brooklyn,Brooklyn North,15,15K821,Sunset Park Prep,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,General Education,Sunset Park Prep,2019-20,538,0,0,0,0,0,0,0,183,180,175,0,0,0,0,253,0.47,285,0.53,91,0.16899999999999998,13,0.024,408,0.758,1,0.002,25,0.046,134,0.249,113,0.21,486,90.3%,89.4%,0.758,10
Brooklyn,Brooklyn North,15,15K896,The School of Creativity and Innovation,Elementary,Dual Language,Spanish,General Education,The School of Creativity and Innovation,2019-20,101,18,64,19,0,0,0,0,0,0,0,0,0,0,0,44,0.436,57,0.564,62,0.614,0,0.0,32,0.317,1,0.01,6,0.059000000000000004,16,0.158,44,0.436,90,89.1%,84.4%,0.614,10
Brooklyn,Brooklyn North,16,16K040,P.S. 040 George W. Carver,Elementary,Dual Language,Spanish,General Education,P.S. 040 George W. Carver,2019-20,396,83,55,50,46,51,56,55,0,0,0,0,0,0,0,188,0.475,208,0.525,18,0.045,271,0.684,81,0.205,18,0.045,8,0.02,68,0.172,39,0.098,339,85.6%,90.1%,0.684,10
Brooklyn,Brooklyn North,16,16K627,Brighter Choice Community School,Elementary,Dual Language,Spanish,General Education,Brighter Choice Community School,2019-20,314,65,42,47,41,41,39,39,0,0,0,0,0,0,0,171,0.545,143,0.455,2,0.006,173,0.551,110,0.35,10,0.032,19,0.061,55,0.175,15,0.048,227,72.3%,74.8%,0.551,10
Brooklyn,Brooklyn South,17,17K189,P.S. 189 The Bilingual Center,K-8,Dual Language,Spanish,General Education,P.S. 189 The Bilingual Center,2019-20,1000,0,89,104,89,108,115,115,141,123,116,0,0,0,0,507,0.507,493,0.493,24,0.024,710,0.71,231,0.231,12,0.012,23,0.023,150,0.15,154,0.154,891,89.1%,82.8%,0.71,10
Brooklyn,Brooklyn South,17,17K189,P.S. 189 The Bilingual Center,K-8,Transitional Bilingual Education,Spanish,General Education,P.S. 189 The Bilingual Center,2019-20,1000,0,89,104,89,108,115,115,141,123,116,0,0,0,0,507,0.507,493,0.493,24,0.024,710,0.71,231,0.231,12,0.012,23,0.023,150,0.15,154,0.154,891,89.1%,82.8%,0.71,10
Brooklyn,Brooklyn South,17,17K249,P.S. 249 The Caton,Elementary,Dual Language,Spanish,General Education,P.S. 249 The Caton,2019-20,853,36,145,140,132,134,137,129,0,0,0,0,0,0,0,425,0.498,428,0.502,58,0.068,358,0.42,390,0.457,16,0.019,31,0.036000000000000004,169,0.198,171,0.2,629,73.7%,77.0%,0.457,10
Brooklyn,Brooklyn South,17,17K316,P.S. 316 Elijah Stroud,Elementary,Dual Language,Spanish,General Education,P.S. 316 Elijah Stroud,2019-20,597,59,93,83,109,82,80,91,0,0,0,0,0,0,0,321,0.5379999999999999,276,0.462,16,0.027000000000000003,391,0.655,98,0.16399999999999998,22,0.037000000000000005,70,0.11699999999999999,91,0.152,18,0.03,359,60.1%,59.4%,0.655,10
Brooklyn,Brooklyn South,17,17K705,Brooklyn Arts and Science Elementary School,Elementary,Dual Language,Spanish,General Education,Brooklyn Arts and Science Elementary School,2019-20,321,36,46,45,53,50,49,42,0,0,0,0,0,0,0,153,0.47700000000000004,168,0.523,17,0.053,130,0.405,100,0.312,8,0.025,66,0.20600000000000002,74,0.231,39,0.121,219,68.2%,62.1%,0.405,10
Brooklyn,Brooklyn North,19,19K007,P.S. 007 Abraham Lincoln,Elementary,Dual Language,Spanish,General Education,P.S. 007 Abraham Lincoln,2019-20,784,51,94,107,137,117,139,139,0,0,0,0,0,0,0,406,0.518,378,0.48200000000000004,40,0.051,57,0.073,657,0.838,13,0.017,17,0.022000000000000002,146,0.18600000000000003,163,0.20800000000000002,731,93.2%,85.7%,0.838,10
Brooklyn,Brooklyn North,19,19K089,P.S. 089 Cypress Hills,K-8,Dual Language,Spanish,General Education,P.S. 089 Cypress Hills,2019-20,490,33,40,47,44,47,48,42,64,61,64,0,0,0,0,247,0.504,243,0.496,2,0.004,13,0.027000000000000003,473,0.965,2,0.004,0,0.0,115,0.235,200,0.408,458,93.5%,86.4%,0.965,10
Brooklyn,Brooklyn North,19,19K089,P.S. 089 Cypress Hills,K-8,Dual Language,Spanish,Special Education,P.S. 089 Cypress Hills,2019-20,490,33,40,47,44,47,48,42,64,61,64,0,0,0,0,247,0.504,243,0.496,2,0.004,13,0.027000000000000003,473,0.965,2,0.004,0,0.0,115,0.235,200,0.408,458,93.5%,86.4%,0.965,10
Brooklyn,Brooklyn North,19,19K089,P.S. 089 Cypress Hills,K-8,Dual Language,Spanish,Special Education,P.S. 089 Cypress Hills,2019-20,490,33,40,47,44,47,48,42,64,61,64,0,0,0,0,247,0.504,243,0.496,2,0.004,13,0.027000000000000003,473,0.965,2,0.004,0,0.0,115,0.235,200,0.408,458,93.5%,86.4%,0.965,10
Brooklyn,Brooklyn North,19,19K108,P.S. 108 Sal Abbracciamento,Elementary,Dual Language,Spanish,General Education,P.S. 108 Sal Abbracciamento,2019-20,901,100,139,125,137,134,131,135,0,0,0,0,0,0,0,438,0.486,463,0.514,43,0.048,75,0.083,745,0.8270000000000001,25,0.027999999999999997,13,0.013999999999999999,209,0.23199999999999998,88,0.098,760,84.4%,86.7%,0.8270000000000001,10
Brooklyn,Brooklyn North,19,19K171,I.S. 171 Abraham Lincoln,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,General Education,I.S. 171 Abraham Lincoln,2019-20,385,0,0,0,0,0,0,0,128,114,143,0,0,0,0,162,0.42100000000000004,223,0.579,32,0.083,30,0.078,312,0.81,7,0.018000000000000002,4,0.01,69,0.179,113,0.294,358,93.0%,88.0%,0.81,10
Brooklyn,Brooklyn North,19,19K171,I.S. 171 Abraham Lincoln,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Special Education,I.S. 171 Abraham Lincoln,2019-20,385,0,0,0,0,0,0,0,128,114,143,0,0,0,0,162,0.42100000000000004,223,0.579,32,0.083,30,0.078,312,0.81,7,0.018000000000000002,4,0.01,69,0.179,113,0.294,358,93.0%,88.0%,0.81,10
Brooklyn,Brooklyn North,19,19K214,P.S. 214 Michael Friedsam,Elementary,Dual Language,Spanish,General Education,P.S. 214 Michael Friedsam,2019-20,865,98,128,130,131,129,130,119,0,0,0,0,0,0,0,422,0.488,443,0.512,462,0.534,89,0.10300000000000001,265,0.306,15,0.017,34,0.039,126,0.146,122,0.141,703,81.3%,86.8%,0.534,10
Brooklyn,Brooklyn North,19,19K290,P.S. 290 Juan Morel Campos,Elementary,Transitional Bilingual Education,Spanish,General Education,P.S. 290 Juan Morel Campos,2019-20,436,30,78,57,75,58,64,74,0,0,0,0,0,0,0,205,0.47,231,0.53,14,0.032,79,0.18100000000000002,330,0.757,8,0.018000000000000002,5,0.011000000000000001,92,0.21100000000000002,103,0.23600000000000002,411,94.3%,88.2%,0.757,10
Brooklyn,Brooklyn North,19,19K345,P.S. 345 Patrolman Robert Bolden,Elementary,Dual Language,Spanish,General Education,P.S. 345 Patrolman Robert Bolden,2019-20,577,64,93,89,70,83,94,84,0,0,0,0,0,0,0,288,0.499,289,0.501,39,0.068,175,0.303,343,0.594,10,0.017,10,0.017,88,0.153,88,0.153,488,84.6%,88.8%,0.594,10
Brooklyn,Brooklyn North,19,19K504,High School for Civil Rights,High school,Transitional Bilingual Education,Spanish,General Education,High School for Civil Rights,2019-20,233,0,0,0,0,0,0,0,0,0,0,50,79,85,19,99,0.425,134,0.575,3,0.013000000000000001,146,0.627,73,0.313,7,0.03,4,0.017,71,0.305,35,0.15,188,80.7%,87.4%,0.627,10
Brooklyn,Brooklyn North,19,19K507,Performing Arts and Technology High School,High school,Transitional Bilingual Education,Spanish,General Education,Performing Arts and Technology High School,2019-20,379,0,0,0,0,0,0,0,0,0,0,97,101,107,74,230,0.607,149,0.39299999999999996,6,0.016,227,0.599,136,0.359,5,0.013000000000000001,5,0.013000000000000001,88,0.23199999999999998,66,0.174,333,87.9%,87.7%,0.599,10
Brooklyn,Brooklyn North,19,19K583,Multicultural High School,High school,Dual Language,Spanish,General Education,Multicultural High School,2019-20,299,0,0,0,0,0,0,0,0,0,0,85,91,78,45,137,0.45799999999999996,162,0.542,0,0.0,10,0.033,289,0.9670000000000001,0,0.0,0,0.0,2,0.006999999999999999,257,0.86,268,89.6%,Above 95%,0.9670000000000001,10
Brooklyn,Brooklyn North,19,19K583,Multicultural High School,High school,Transitional Bilingual Education,Spanish,General Education,Multicultural High School,2019-20,299,0,0,0,0,0,0,0,0,0,0,85,91,78,45,137,0.45799999999999996,162,0.542,0,0.0,10,0.033,289,0.9670000000000001,0,0.0,0,0.0,2,0.006999999999999999,257,0.86,268,89.6%,Above 95%,0.9670000000000001,10
Brooklyn,Brooklyn South,20,20K445,New Utrecht High School,High school,Transitional Bilingual Education,Spanish,General Education,New Utrecht High School,2019-20,3480,0,0,0,0,0,0,0,0,0,0,1142,905,702,731,1514,0.435,1966,0.565,1406,0.40399999999999997,94,0.027000000000000003,1121,0.322,29,0.008,830,0.239,556,0.16,667,0.192,2820,81.0%,81.6%,0.40399999999999997,10
Brooklyn,Bronx,20,20K490,Fort Hamilton High School,High school,Transitional Bilingual Education,Spanish,General Education,Fort Hamilton High School,2019-20,4657,0,0,0,0,0,0,0,0,0,0,1296,1294,1102,965,2214,0.475,2443,0.525,1325,0.285,114,0.024,1484,0.319,97,0.021,1637,0.35200000000000004,683,0.147,690,0.14800000000000002,3343,71.8%,74.6%,0.35200000000000004,10
Brooklyn,Brooklyn South,20,20K503,P.S. 503: The School of Discovery,Elementary,Dual Language,Spanish,General Education,P.S. 503: The School of Discovery,2019-20,941,0,137,147,154,159,178,166,0,0,0,0,0,0,0,474,0.504,467,0.496,184,0.196,5,0.005,697,0.741,4,0.004,51,0.054000000000000006,228,0.242,510,0.542,882,93.7%,92.6%,0.741,10
