Borough,Borough/Citywide Office (B/CO),District,DBN,school_name_x,School Category,Program,Language,General/Special Education,school_name_y,Year,Total Enrollment,Grade 3K+PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index,mostCommonEthnicGroup,language_number
Manhattan,Manhattan,6,06M322,Middle School 322,Junior High-Intermediate-Middle,Dual Language,Spanish,General Education,Middle School 322,2019-20,325,0,0,0,0,0,0,0,79,109,137,0,0,0,0,145,0.446,180,0.5539999999999999,0,0.0,4,0.012,316,0.972,4,0.012,1,0.003,65,0.2,135,0.415,Above 95%,Above 95%,93.3%,0.972,10
Manhattan,Manhattan,6,06M322,Middle School 322,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,General Education,Middle School 322,2019-20,325,0,0,0,0,0,0,0,79,109,137,0,0,0,0,145,0.446,180,0.5539999999999999,0,0.0,4,0.012,316,0.972,4,0.012,1,0.003,65,0.2,135,0.415,Above 95%,Above 95%,93.3%,0.972,10
Manhattan,Manhattan,6,06M324,M.S. 324 - Patria Mirabal,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,General Education,M.S. 324 - Patria Mirabal,2019-20,319,0,0,0,0,0,0,0,86,94,139,0,0,0,0,169,0.53,150,0.47,6,0.019,33,0.10300000000000001,269,0.843,0,0.0,11,0.034,80,0.251,112,0.35100000000000003,272,85.3%,87.5%,0.843,10
Manhattan,Manhattan,6,06M324,M.S. 324 - Patria Mirabal,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Special Education,M.S. 324 - Patria Mirabal,2019-20,319,0,0,0,0,0,0,0,86,94,139,0,0,0,0,169,0.53,150,0.47,6,0.019,33,0.10300000000000001,269,0.843,0,0.0,11,0.034,80,0.251,112,0.35100000000000003,272,85.3%,87.5%,0.843,10
Manhattan,Manhattan,6,06M328,Community Math & Science Prep,Junior High-Intermediate-Middle,Dual Language,Spanish,General Education,Community Math & Science Prep,2019-20,167,0,0,0,0,0,0,0,41,57,69,0,0,0,0,69,0.413,98,0.5870000000000001,2,0.012,21,0.126,138,0.826,1,0.006,5,0.03,65,0.389,76,0.455,156,93.4%,91.1%,0.826,10
Manhattan,Manhattan,6,06M328,Community Math & Science Prep,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Special Education,Community Math & Science Prep,2019-20,167,0,0,0,0,0,0,0,41,57,69,0,0,0,0,69,0.413,98,0.5870000000000001,2,0.012,21,0.126,138,0.826,1,0.006,5,0.03,65,0.389,76,0.455,156,93.4%,91.1%,0.826,10
Manhattan,Manhattan,6,06M349,Harbor Heights,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,General Education,Harbor Heights,2019-20,123,0,0,0,0,0,0,0,31,40,52,0,0,0,0,54,0.439,69,0.561,0,0.0,0,0.0,122,0.992,1,0.008,0,0.0,3,0.024,114,0.927,Above 95%,Above 95%,92.7%,0.992,10
Manhattan,Manhattan,6,06M462,The College Academy,High school,Dual Language,Spanish,General Education,The College Academy,2019-20,367,0,0,0,0,0,0,0,0,0,0,99,84,104,80,157,0.428,210,0.5720000000000001,2,0.005,27,0.07400000000000001,326,0.888,5,0.013999999999999999,7,0.019,76,0.207,199,0.542,337,91.8%,92.9%,0.888,10
Manhattan,Manhattan,6,06M463,High School for Media and Communications,High school,Transitional Bilingual Education,Spanish,General Education,High School for Media and Communications,2019-20,350,0,0,0,0,0,0,0,0,0,0,93,111,67,79,163,0.466,187,0.534,4,0.011000000000000001,27,0.077,310,0.8859999999999999,3,0.009000000000000001,6,0.017,64,0.183,168,0.48,320,91.4%,92.2%,0.8859999999999999,10
Manhattan,Manhattan,6,06M467,High School for Law and Public Service,High school,Transitional Bilingual Education,Spanish,General Education,High School for Law and Public Service,2019-20,445,0,0,0,0,0,0,0,0,0,0,101,136,120,88,229,0.515,216,0.485,4,0.009000000000000001,71,0.16,359,0.807,3,0.006999999999999999,8,0.018000000000000002,116,0.261,160,0.36,394,88.5%,92.3%,0.807,10
Manhattan,Manhattan,6,06M467,High School for Law and Public Service,High school,Transitional Bilingual Education,Spanish,Special Education,High School for Law and Public Service,2019-20,445,0,0,0,0,0,0,0,0,0,0,101,136,120,88,229,0.515,216,0.485,4,0.009000000000000001,71,0.16,359,0.807,3,0.006999999999999999,8,0.018000000000000002,116,0.261,160,0.36,394,88.5%,92.3%,0.807,10
Manhattan,Manhattan,6,06M468,High School for Health Careers and Sciences,High school,Dual Language,Spanish,General Education,High School for Health Careers and Sciences,2019-20,401,0,0,0,0,0,0,0,0,0,0,96,116,103,86,214,0.534,187,0.466,6,0.015,65,0.162,322,0.8029999999999999,4,0.01,4,0.01,75,0.187,167,0.41600000000000004,Above 95%,Above 95%,93.0%,0.8029999999999999,10
Manhattan,Manhattan,6,06M468,High School for Health Careers and Sciences,High school,Transitional Bilingual Education,Spanish,General Education,High School for Health Careers and Sciences,2019-20,401,0,0,0,0,0,0,0,0,0,0,96,116,103,86,214,0.534,187,0.466,6,0.015,65,0.162,322,0.8029999999999999,4,0.01,4,0.01,75,0.187,167,0.41600000000000004,Above 95%,Above 95%,93.0%,0.8029999999999999,10
Manhattan,Manhattan,6,06M513,Castle Bridge School,Elementary,Dual Language,Spanish,Special Education,Castle Bridge School,2019-20,189,16,26,39,28,35,24,21,0,0,0,0,0,0,0,97,0.513,92,0.48700000000000004,2,0.011000000000000001,9,0.048,134,0.7090000000000001,9,0.048,35,0.185,69,0.365,64,0.33899999999999997,125,66.1%,67.8%,0.7090000000000001,10
Manhattan,Manhattan,6,06M528,I.S. 528 Bea Fuller Rodgers School,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,General Education,I.S. 528 Bea Fuller Rodgers School,2019-20,248,0,0,0,0,0,0,0,77,84,87,0,0,0,0,132,0.532,116,0.46799999999999997,2,0.008,2,0.008,243,0.98,0,0.0,1,0.004,57,0.23,46,0.185,230,92.7%,91.6%,0.98,10
Manhattan,Manhattan,6,06M540,A. Philip Randolph Campus High School,High school,Dual Language,Spanish,General Education,A. Philip Randolph Campus High School,2019-20,1409,0,0,0,0,0,0,0,0,0,0,553,360,275,221,721,0.512,688,0.488,61,0.043,411,0.292,890,0.632,21,0.015,26,0.018000000000000002,243,0.172,185,0.131,1219,86.5%,86.7%,0.632,10
Manhattan,Manhattan,6,06M552,Gregorio Luperon High School for Science and Mathematics,High school,Dual Language,Spanish,General Education,Gregorio Luperon High School for Science and Mathe,2019-20,521,0,0,0,0,0,0,0,0,0,0,93,144,148,136,287,0.551,234,0.449,0,0.0,0,0.0,521,1.0,0,0.0,0,0.0,13,0.025,403,0.774,478,91.7%,Above 95%,1.0,10
Manhattan,Manhattan,6,06M552,Gregorio Luperon High School for Science and Mathematics,High school,Transitional Bilingual Education,Spanish,General Education,Gregorio Luperon High School for Science and Mathe,2019-20,521,0,0,0,0,0,0,0,0,0,0,93,144,148,136,287,0.551,234,0.449,0,0.0,0,0.0,521,1.0,0,0.0,0,0.0,13,0.025,403,0.774,478,91.7%,Above 95%,1.0,10
Bronx,Bronx,7,07X001,P.S. 001 Courtlandt School,Elementary,Transitional Bilingual Education,Spanish,Special Education,P.S. 001 Courtlandt School,2019-20,621,97,59,93,90,85,99,98,0,0,0,0,0,0,0,303,0.488,318,0.512,3,0.005,143,0.23,458,0.738,3,0.005,14,0.023,144,0.23199999999999998,129,0.20800000000000002,Above 95%,Above 95%,94.6%,0.738,10
Bronx,Bronx,7,07X005,P.S. 5 Port Morris,K-8,Dual Language,Spanish,General Education,P.S. 5 Port Morris,2019-20,663,33,60,52,63,55,59,76,84,91,90,0,0,0,0,293,0.442,370,0.5579999999999999,3,0.005,174,0.262,465,0.701,5,0.008,16,0.024,168,0.253,145,0.21899999999999997,Above 95%,Above 95%,Above 95%,0.701,10
Bronx,Bronx,7,07X005,P.S. 5 Port Morris,K-8,Transitional Bilingual Education,Spanish,General Education,P.S. 5 Port Morris,2019-20,663,33,60,52,63,55,59,76,84,91,90,0,0,0,0,293,0.442,370,0.5579999999999999,3,0.005,174,0.262,465,0.701,5,0.008,16,0.024,168,0.253,145,0.21899999999999997,Above 95%,Above 95%,Above 95%,0.701,10
Bronx,Bronx,7,07X018,P.S. 018 John Peter Zenger,Elementary,Dual Language,Spanish,General Education,P.S. 018 John Peter Zenger,2019-20,559,36,63,87,88,82,107,96,0,0,0,0,0,0,0,288,0.515,271,0.485,5,0.009000000000000001,157,0.281,364,0.6509999999999999,2,0.004,31,0.055,147,0.263,135,0.242,Above 95%,Above 95%,Above 95%,0.6509999999999999,10
Bronx,Bronx,7,07X025,P.S. 025 Bilingual School,Elementary,Dual Language,Spanish,General Education,P.S. 025 Bilingual School,2019-20,531,51,80,73,85,89,83,70,0,0,0,0,0,0,0,249,0.469,282,0.531,5,0.009000000000000001,51,0.096,470,0.885,1,0.002,4,0.008,163,0.307,113,0.213,472,88.9%,91.0%,0.885,10
Bronx,Bronx,7,07X025,P.S. 025 Bilingual School,Elementary,Transitional Bilingual Education,Spanish,General Education,P.S. 025 Bilingual School,2019-20,531,51,80,73,85,89,83,70,0,0,0,0,0,0,0,249,0.469,282,0.531,5,0.009000000000000001,51,0.096,470,0.885,1,0.002,4,0.008,163,0.307,113,0.213,472,88.9%,91.0%,0.885,10
Bronx,Bronx,7,07X025,P.S. 025 Bilingual School,Elementary,Transitional Bilingual Education,Spanish,Special Education,P.S. 025 Bilingual School,2019-20,531,51,80,73,85,89,83,70,0,0,0,0,0,0,0,249,0.469,282,0.531,5,0.009000000000000001,51,0.096,470,0.885,1,0.002,4,0.008,163,0.307,113,0.213,472,88.9%,91.0%,0.885,10
Bronx,Bronx,7,07X025,P.S. 025 Bilingual School,Elementary,Transitional Bilingual Education,Spanish,Special Education,P.S. 025 Bilingual School,2019-20,531,51,80,73,85,89,83,70,0,0,0,0,0,0,0,249,0.469,282,0.531,5,0.009000000000000001,51,0.096,470,0.885,1,0.002,4,0.008,163,0.307,113,0.213,472,88.9%,91.0%,0.885,10
Bronx,Bronx,7,07X029,P.S./M.S. 029 Melrose School,K-8,Transitional Bilingual Education,Spanish,General Education,P.S./M.S. 029 Melrose School,2019-20,795,63,65,86,64,76,84,89,88,95,85,0,0,0,0,380,0.478,415,0.522,8,0.01,264,0.332,495,0.623,18,0.023,10,0.013000000000000001,201,0.253,104,0.131,748,94.1%,94.2%,0.623,10
Bronx,Bronx,7,07X030,P.S. 030 Wilton,Elementary,Dual Language,Spanish,General Education,P.S. 030 Wilton,2019-20,527,77,67,61,68,80,84,90,0,0,0,0,0,0,0,265,0.503,262,0.49700000000000005,3,0.006,105,0.19899999999999998,405,0.769,3,0.006,11,0.021,130,0.247,106,0.201,489,92.8%,94.5%,0.769,10
Bronx,Bronx,7,07X049,P.S. 049 Willis Avenue,Elementary,Dual Language,Spanish,General Education,P.S. 049 Willis Avenue,2019-20,651,91,83,82,94,89,101,111,0,0,0,0,0,0,0,312,0.479,339,0.521,3,0.005,168,0.258,465,0.7140000000000001,7,0.011000000000000001,8,0.012,179,0.275,84,0.129,611,93.9%,94.6%,0.7140000000000001,10
Bronx,Bronx,7,07X049,P.S. 049 Willis Avenue,Elementary,Transitional Bilingual Education,Spanish,General Education,P.S. 049 Willis Avenue,2019-20,651,91,83,82,94,89,101,111,0,0,0,0,0,0,0,312,0.479,339,0.521,3,0.005,168,0.258,465,0.7140000000000001,7,0.011000000000000001,8,0.012,179,0.275,84,0.129,611,93.9%,94.6%,0.7140000000000001,10
Bronx,Bronx,7,07X161,P.S. 161 Juan Ponce De Leon School,Elementary,Dual Language,Spanish,General Education,P.S. 161 Juan Ponce De Leon School,2019-20,453,90,62,67,61,48,61,64,0,0,0,0,0,0,0,199,0.439,254,0.561,2,0.004,91,0.201,349,0.77,8,0.018000000000000002,3,0.006999999999999999,124,0.27399999999999997,53,0.11699999999999999,Above 95%,Above 95%,Above 95%,0.77,10
Bronx,Bronx,7,07X223,The Laboratory School of Finance and Technology: X223,Secondary School,Dual Language,Spanish,General Education,The Laboratory School of Finance and Technology: X,2019-20,683,0,0,0,0,0,0,0,107,111,79,113,99,88,86,347,0.508,336,0.49200000000000005,6,0.009000000000000001,113,0.165,554,0.8109999999999999,5,0.006999999999999999,5,0.006999999999999999,130,0.19,35,0.051,637,93.3%,90.7%,0.8109999999999999,10
Bronx,Bronx,7,07X277,P.S. 277,Elementary,Dual Language,Spanish,General Education,P.S. 277,2019-20,438,96,58,53,58,63,48,62,0,0,0,0,0,0,0,203,0.46299999999999997,235,0.537,3,0.006999999999999999,110,0.251,312,0.7120000000000001,11,0.025,2,0.005,97,0.221,65,0.14800000000000002,400,91.3%,93.2%,0.7120000000000001,10
Bronx,Bronx,7,07X298,Academy of Public Relations,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Special Education,Academy of Public Relations,2019-20,250,0,0,0,0,0,0,0,71,86,93,0,0,0,0,109,0.436,141,0.564,0,0.0,59,0.23600000000000002,188,0.752,2,0.008,1,0.004,88,0.35200000000000004,71,0.284,Above 95%,Above 95%,Above 95%,0.752,10
Bronx,Bronx,7,07X298,Academy of Public Relations,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Special Education,Academy of Public Relations,2019-20,250,0,0,0,0,0,0,0,71,86,93,0,0,0,0,109,0.436,141,0.564,0,0.0,59,0.23600000000000002,188,0.752,2,0.008,1,0.004,88,0.35200000000000004,71,0.284,Above 95%,Above 95%,Above 95%,0.752,10
Bronx,Bronx,7,07X584,I.S. 584,Junior High-Intermediate-Middle,Dual Language,Spanish,General Education,I.S. 584,2019-20,247,0,0,0,0,0,0,0,85,81,81,0,0,0,0,125,0.506,122,0.494,1,0.004,56,0.22699999999999998,188,0.7609999999999999,2,0.008,0,0.0,57,0.231,59,0.239,Above 95%,Above 95%,94.2%,0.7609999999999999,10
Bronx,Bronx,7,07X600,Alfred E. Smith Career and Technical Education High School,High school,Transitional Bilingual Education,Spanish,General Education,Alfred E. Smith Career and Technical Education Hig,2019-20,435,0,0,0,0,0,0,0,0,0,0,143,87,110,95,54,0.124,381,0.8759999999999999,3,0.006999999999999999,107,0.24600000000000002,315,0.7240000000000001,5,0.011000000000000001,5,0.011000000000000001,116,0.267,73,0.168,395,90.8%,89.8%,0.7240000000000001,10
Bronx,Bronx,8,08X048,P.S. 048 Joseph R. Drake,Elementary,Dual Language,Spanish,General Education,P.S. 048 Joseph R. Drake,2019-20,639,78,87,64,98,107,102,103,0,0,0,0,0,0,0,294,0.46,345,0.54,1,0.002,150,0.235,480,0.7509999999999999,2,0.003,6,0.009000000000000001,171,0.268,145,0.22699999999999998,590,92.3%,Above 95%,0.7509999999999999,10
Bronx,Bronx,8,08X333,The Longwood Academy of Discovery,Elementary,Dual Language,Spanish,General Education,The Longwood Academy of Discovery,2019-20,582,45,75,86,95,89,78,114,0,0,0,0,0,0,0,289,0.49700000000000005,293,0.503,4,0.006999999999999999,121,0.20800000000000002,440,0.7559999999999999,3,0.005,14,0.024,171,0.294,120,0.20600000000000002,Above 95%,Above 95%,94.8%,0.7559999999999999,10
Bronx,Bronx,8,08X333,The Longwood Academy of Discovery,Elementary,Transitional Bilingual Education,Spanish,General Education,The Longwood Academy of Discovery,2019-20,582,45,75,86,95,89,78,114,0,0,0,0,0,0,0,289,0.49700000000000005,293,0.503,4,0.006999999999999999,121,0.20800000000000002,440,0.7559999999999999,3,0.005,14,0.024,171,0.294,120,0.20600000000000002,Above 95%,Above 95%,94.8%,0.7559999999999999,10
Bronx,Bronx,8,08X432,Bronx Bridges High School,High school,Transitional Bilingual Education,Spanish,General Education,Bronx Bridges High School,2019-20,341,0,0,0,0,0,0,0,0,0,0,81,86,92,82,145,0.425,196,0.575,45,0.132,20,0.059000000000000004,256,0.7509999999999999,5,0.015,15,0.044000000000000004,37,0.109,268,0.7859999999999999,Above 95%,Above 95%,Above 95%,0.7509999999999999,10
Bronx,Bronx,8,08X448,Soundview Academy for Culture and Scholarship,Junior High-Intermediate-Middle,Dual Language,Spanish,General Education,Soundview Academy for Culture and Scholarship,2019-20,374,0,0,0,0,0,0,0,113,130,131,0,0,0,0,182,0.48700000000000004,192,0.513,10,0.027000000000000003,108,0.289,252,0.674,2,0.005,2,0.005,95,0.254,32,0.086,307,82.1%,87.3%,0.674,10
Bronx,Bronx,9,09X011,P.S. 011 Highbridge,Elementary,Dual Language,Spanish,General Education,P.S. 011 Highbridge,2019-20,558,59,71,65,85,87,94,97,0,0,0,0,0,0,0,290,0.52,268,0.48,5,0.009000000000000001,152,0.272,394,0.706,3,0.005,4,0.006999999999999999,133,0.23800000000000002,119,0.213,508,91.0%,93.2%,0.706,10
Bronx,Bronx,9,09X028,P.S. 028 Mount Hope,Elementary,Transitional Bilingual Education,Spanish,General Education,P.S. 028 Mount Hope,2019-20,700,51,109,113,102,103,93,129,0,0,0,0,0,0,0,293,0.419,407,0.581,5,0.006999999999999999,143,0.204,546,0.78,2,0.003,4,0.006,181,0.259,194,0.27699999999999997,Above 95%,Above 95%,94.5%,0.78,10
Bronx,Bronx,9,09X053,P.S. 053 Basheer Quisim,Elementary,Dual Language,Spanish,General Education,P.S. 053 Basheer Quisim,2019-20,899,80,108,120,118,151,167,155,0,0,0,0,0,0,0,430,0.478,469,0.522,14,0.016,262,0.29100000000000004,608,0.6759999999999999,2,0.002,13,0.013999999999999999,124,0.138,303,0.337,825,91.8%,Above 95%,0.6759999999999999,10
Bronx,Bronx,9,09X053,P.S. 053 Basheer Quisim,Elementary,Transitional Bilingual Education,Spanish,General Education,P.S. 053 Basheer Quisim,2019-20,899,80,108,120,118,151,167,155,0,0,0,0,0,0,0,430,0.478,469,0.522,14,0.016,262,0.29100000000000004,608,0.6759999999999999,2,0.002,13,0.013999999999999999,124,0.138,303,0.337,825,91.8%,Above 95%,0.6759999999999999,10
Bronx,Bronx,9,09X058,P.S. 058,Elementary,Transitional Bilingual Education,Spanish,General Education,P.S. 058,2019-20,394,51,47,63,46,58,65,64,0,0,0,0,0,0,0,194,0.49200000000000005,200,0.508,2,0.005,84,0.213,301,0.764,3,0.008,4,0.01,108,0.27399999999999997,100,0.254,Above 95%,Above 95%,Above 95%,0.764,10
Bronx,Bronx,9,09X070,P.S. 070 Max Schoenfeld,Elementary,Transitional Bilingual Education,Spanish,General Education,P.S. 070 Max Schoenfeld,2019-20,1031,33,134,133,173,191,184,183,0,0,0,0,0,0,0,493,0.478,538,0.522,4,0.004,230,0.223,787,0.763,2,0.002,8,0.008,232,0.225,271,0.263,Above 95%,Above 95%,94.5%,0.763,10
Bronx,Bronx,9,09X073,P.S. 073 Bronx,Elementary,Dual Language,Spanish,General Education,P.S. 073 Bronx,2019-20,567,73,63,78,76,81,97,99,0,0,0,0,0,0,0,259,0.457,308,0.5429999999999999,0,0.0,147,0.259,412,0.727,2,0.004,6,0.011000000000000001,142,0.25,125,0.22,532,93.8%,93.9%,0.727,10
Bronx,Bronx,9,09X109,P.S. 109 Sedgwick,Elementary,Dual Language,Spanish,General Education,P.S. 109 Sedgwick,2019-20,572,76,76,77,94,82,93,74,0,0,0,0,0,0,0,280,0.49,292,0.51,2,0.003,125,0.21899999999999997,435,0.76,3,0.005,7,0.012,129,0.226,117,0.205,523,91.4%,92.9%,0.76,10
Bronx,Bronx,9,09X114,P.S. X114 - Luis Llorens Torres Schools,Elementary,Transitional Bilingual Education,Spanish,General Education,P.S. X114 - Luis Llorens Torres Schools,2019-20,671,55,77,99,103,102,124,111,0,0,0,0,0,0,0,314,0.46799999999999997,357,0.532,22,0.033,127,0.18899999999999997,496,0.7390000000000001,9,0.013000000000000001,17,0.025,152,0.22699999999999998,197,0.294,637,94.9%,93.8%,0.7390000000000001,10
Bronx,Bronx,9,09X117,I.S. 117 Joseph H. Wade,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,General Education,I.S. 117 Joseph H. Wade,2019-20,443,0,0,0,0,0,0,0,161,145,137,0,0,0,0,198,0.447,245,0.5529999999999999,3,0.006999999999999999,78,0.17600000000000002,351,0.792,4,0.009000000000000001,7,0.016,123,0.278,145,0.327,Above 95%,Above 95%,Above 95%,0.792,10
Bronx,Bronx,9,09X117,I.S. 117 Joseph H. Wade,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Special Education,I.S. 117 Joseph H. Wade,2019-20,443,0,0,0,0,0,0,0,161,145,137,0,0,0,0,198,0.447,245,0.5529999999999999,3,0.006999999999999999,78,0.17600000000000002,351,0.792,4,0.009000000000000001,7,0.016,123,0.278,145,0.327,Above 95%,Above 95%,Above 95%,0.792,10
Bronx,Bronx,9,09X126,P.S. 126 Dr Marjorie H Dunbar,Elementary,Transitional Bilingual Education,Spanish,General Education,P.S. 126 Dr Marjorie H Dunbar,2019-20,577,63,94,89,77,89,84,81,0,0,0,0,0,0,0,301,0.522,276,0.478,5,0.009000000000000001,121,0.21,441,0.764,0,0.0,10,0.017,88,0.153,177,0.307,547,94.8%,94.7%,0.764,10
Bronx,Bronx,9,09X163,P.S. 163 Arthur A. Schomburg,Elementary,Transitional Bilingual Education,Spanish,General Education,P.S. 163 Arthur A. Schomburg,2019-20,428,18,51,65,81,60,87,66,0,0,0,0,0,0,0,216,0.505,212,0.495,1,0.002,155,0.36200000000000004,266,0.621,2,0.005,4,0.009000000000000001,112,0.262,132,0.308,Above 95%,Above 95%,Above 95%,0.621,10
Bronx,Bronx,9,09X170,P.S. 170,Early Childhood,Transitional Bilingual Education,Spanish,General Education,P.S. 170,2019-20,218,15,72,62,69,0,0,0,0,0,0,0,0,0,0,111,0.509,107,0.491,3,0.013999999999999999,44,0.20199999999999999,166,0.7609999999999999,3,0.013999999999999999,2,0.009000000000000001,41,0.188,40,0.183,178,81.7%,87.5%,0.7609999999999999,10
Bronx,Bronx,9,09X199,P.S. 199X - The Shakespeare School,Elementary,Transitional Bilingual Education,Spanish,General Education,P.S. 199X - The Shakespeare School,2019-20,663,48,86,86,105,110,108,120,0,0,0,0,0,0,0,323,0.48700000000000004,340,0.513,12,0.018000000000000002,182,0.275,441,0.665,19,0.028999999999999998,9,0.013999999999999999,129,0.195,161,0.243,Above 95%,Above 95%,93.4%,0.665,10
Bronx,Bronx,9,09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,K-8,Dual Language,Spanish,General Education,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,2019-20,1043,0,113,122,118,120,119,119,114,106,112,0,0,0,0,516,0.495,527,0.505,29,0.027999999999999997,47,0.045,945,0.9059999999999999,14,0.013000000000000001,8,0.008,178,0.171,229,0.22,916,87.8%,92.4%,0.9059999999999999,10
Bronx,Bronx,9,09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,K-8,Dual Language,Spanish,Special Education,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,2019-20,1043,0,113,122,118,120,119,119,114,106,112,0,0,0,0,516,0.495,527,0.505,29,0.027999999999999997,47,0.045,945,0.9059999999999999,14,0.013000000000000001,8,0.008,178,0.171,229,0.22,916,87.8%,92.4%,0.9059999999999999,10
Bronx,Bronx,9,09X219,I.S. 219 New Venture School,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,General Education,I.S. 219 New Venture School,2019-20,330,0,0,0,0,0,0,0,100,110,120,0,0,0,0,152,0.461,178,0.539,1,0.003,121,0.36700000000000005,200,0.606,3,0.009000000000000001,5,0.015,123,0.373,74,0.22399999999999998,Above 95%,Above 95%,Above 95%,0.606,10
Bronx,Bronx,9,09X219,I.S. 219 New Venture School,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Special Education,I.S. 219 New Venture School,2019-20,330,0,0,0,0,0,0,0,100,110,120,0,0,0,0,152,0.461,178,0.539,1,0.003,121,0.36700000000000005,200,0.606,3,0.009000000000000001,5,0.015,123,0.373,74,0.22399999999999998,Above 95%,Above 95%,Above 95%,0.606,10
Bronx,Bronx,9,09X232,I.S. 232,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,General Education,I.S. 232,2019-20,457,0,0,0,0,0,0,0,121,161,175,0,0,0,0,202,0.442,255,0.5579999999999999,0,0.0,100,0.21899999999999997,350,0.7659999999999999,0,0.0,7,0.015,105,0.23,138,0.302,Above 95%,Above 95%,Above 95%,0.7659999999999999,10
Bronx,Bronx,9,09X232,I.S. 232,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,Special Education,I.S. 232,2019-20,457,0,0,0,0,0,0,0,121,161,175,0,0,0,0,202,0.442,255,0.5579999999999999,0,0.0,100,0.21899999999999997,350,0.7659999999999999,0,0.0,7,0.015,105,0.23,138,0.302,Above 95%,Above 95%,Above 95%,0.7659999999999999,10
Bronx,Bronx,9,09X274,The New American Academy at Roberto Clemente State Park,Elementary,Dual Language,Spanish,General Education,The New American Academy at Roberto Clemente State,2019-20,624,55,87,86,94,102,102,98,0,0,0,0,0,0,0,304,0.48700000000000004,320,0.513,1,0.002,228,0.365,381,0.611,8,0.013000000000000001,6,0.01,166,0.266,81,0.13,Above 95%,Above 95%,Above 95%,0.611,10
Bronx,Bronx,9,09X294,The Walton Avenue School,Elementary,Transitional Bilingual Education,Spanish,General Education,The Walton Avenue School,2019-20,476,0,58,75,83,90,83,87,0,0,0,0,0,0,0,238,0.5,238,0.5,2,0.004,67,0.141,389,0.8170000000000001,10,0.021,8,0.017,123,0.258,85,0.179,440,92.4%,Above 95%,0.8170000000000001,10
Bronx,Bronx,9,09X311,Lucero Elementary School,Elementary,Dual Language,Spanish,General Education,Lucero Elementary School,2019-20,359,0,34,56,45,62,87,75,0,0,0,0,0,0,0,175,0.48700000000000004,184,0.513,0,0.0,27,0.075,328,0.914,2,0.006,2,0.006,80,0.223,146,0.40700000000000003,Above 95%,Above 95%,Above 95%,0.914,10
Bronx,Bronx,9,09X311,Lucero Elementary School,Elementary,Dual Language,Spanish,Special Education,Lucero Elementary School,2019-20,359,0,34,56,45,62,87,75,0,0,0,0,0,0,0,175,0.48700000000000004,184,0.513,0,0.0,27,0.075,328,0.914,2,0.006,2,0.006,80,0.223,146,0.40700000000000003,Above 95%,Above 95%,Above 95%,0.914,10
Bronx,Bronx,9,09X313,I.S. 313 School of Leadership Development,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,General Education,I.S. 313 School of Leadership Development,2019-20,268,0,0,0,0,0,0,0,88,83,97,0,0,0,0,104,0.38799999999999996,164,0.612,2,0.006999999999999999,67,0.25,195,0.728,2,0.006999999999999999,2,0.006999999999999999,65,0.243,93,0.34700000000000003,245,91.4%,Above 95%,0.728,10
Bronx,Bronx,9,09X339,I.S. 339,Junior High-Intermediate-Middle,Transitional Bilingual Education,Spanish,General Education,I.S. 339,2019-20,422,0,0,0,0,0,0,0,117,125,180,0,0,0,0,197,0.467,225,0.5329999999999999,2,0.005,122,0.289,294,0.6970000000000001,1,0.002,3,0.006999999999999999,121,0.287,123,0.29100000000000004,396,93.8%,Above 95%,0.6970000000000001,10
Bronx,Bronx,9,09X365,Academy for Language and Technology,High school,Transitional Bilingual Education,Spanish,General Education,Academy for Language and Technology,2019-20,331,0,0,0,0,0,0,0,0,0,0,100,94,76,61,149,0.45,182,0.55,0,0.0,0,0.0,331,1.0,0,0.0,0,0.0,16,0.048,223,0.674,Above 95%,Above 95%,Above 95%,1.0,10
